"episode","first","references"
"S03E07","Jaime",1
"S03E08","Jaime",0
"S03E09","Jaime",0
"S03E10","Jaime",0
"S04E01","Jaime",1
"S04E02","Jaime",1
"S04E03","Jaime",4
"S04E04","Jaime",1
"S04E05","Jaime",1
"S04E06","Jaime",1
"S04E07","Jaime",0
"S04E08","Jaime",0
"S04E09","Jaime",0
"S04E10","Jaime",6
"S05E01","Jaime",1
"S05E02","Jaime",2
"S05E03","Jaime",1
"S05E04","Jaime",3
"S05E05","Jaime",0
"S05E06","Jaime",5
"S05E07","Jaime",0
"S05E08","Jaime",1
"S05E09","Jaime",1
"S05E10","Jaime",0
"S06E01","Jaime",0
"S06E02","Jaime",1
"S06E03","Jaime",0
"S06E04","Jaime",0
"S06E05","Jaime",0
"S06E06","Jaime",1
"S06E07","Jaime",2
"S06E08","Jaime",5
"S06E09","Jaime",2
"S06E10","Jaime",0
"S07E01","Jaime",1
"S07E02","Jaime",3
"S07E03","Jaime",1
"S07E04","Jaime",6
"S07E05","Jaime",3
"S07E06","Jaime",1
"S07E07","Jaime",5
"S01E01","Jaqen",0
"S01E02","Jaqen",0
"S01E03","Jaqen",0
"S01E04","Jaqen",0
"S01E05","Jaqen",0
"S01E06","Jaqen",0
"S01E07","Jaqen",0
"S01E08","Jaqen",0
"S01E09","Jaqen",0
"S01E10","Jaqen",0
"S02E01","Jaqen",0
"S02E02","Jaqen",1
"S02E03","Jaqen",0
"S02E04","Jaqen",0
"S02E05","Jaqen",0
"S02E06","Jaqen",0
"S02E07","Jaqen",0
"S02E08","Jaqen",4
"S02E09","Jaqen",0
"S02E10","Jaqen",2
"S03E01","Jaqen",0
"S03E02","Jaqen",2
"S03E03","Jaqen",0
"S03E04","Jaqen",0
"S03E05","Jaqen",0
"S03E06","Jaqen",0
"S03E07","Jaqen",0
"S03E08","Jaqen",0
"S03E09","Jaqen",0
"S03E10","Jaqen",0
"S04E01","Jaqen",0
"S04E02","Jaqen",0
"S04E03","Jaqen",0
"S04E04","Jaqen",0
"S04E05","Jaqen",0
"S04E06","Jaqen",0
"S04E07","Jaqen",0
"S04E08","Jaqen",0
"S04E09","Jaqen",0
"S04E10","Jaqen",0
"S05E01","Jaqen",0
"S05E02","Jaqen",3
"S05E03","Jaqen",0
"S05E04","Jaqen",0
"S05E05","Jaqen",0
"S05E06","Jaqen",0
"S05E07","Jaqen",0
"S05E08","Jaqen",0
"S05E09","Jaqen",0
"S05E10","Jaqen",0
"S06E01","Jaqen",0
"S06E02","Jaqen",0
"S06E03","Jaqen",0
"S06E04","Jaqen",0
"S06E05","Jaqen",0
"S06E06","Jaqen",0
"S06E07","Jaqen",0
"S06E08","Jaqen",0
"S06E09","Jaqen",0
"S06E10","Jaqen",0
"S07E01","Jaqen",0
"S07E02","Jaqen",0
"S07E03","Jaqen",0
"S07E04","Jaqen",0
"S07E05","Jaqen",0
"S07E06","Jaqen",0
"S07E07","Jaqen",0
"S01E01","Jeor",0
"S01E02","Jeor",0
"S01E03","Jeor",0
"S01E04","Jeor",0
"S01E05","Jeor",0
"S01E06","Jeor",0
"S01E07","Jeor",0
"S01E08","Jeor",0
"S01E09","Jeor",0
"S01E10","Jeor",0
"S02E01","Jeor",0
"S02E02","Jeor",0
"S02E03","Jeor",0
"S02E04","Jeor",0
"S02E05","Jeor",0
"S02E06","Jeor",0
"S02E07","Jeor",0
"S02E08","Jeor",0
"S02E09","Jeor",0
"S02E10","Jeor",0
"S03E01","Jeor",0
"S03E02","Jeor",0
"S03E03","Jeor",0
"S03E04","Jeor",0
"S03E05","Jeor",0
"S03E06","Jeor",0
"S03E07","Jeor",0
"S03E08","Jeor",0
"S03E09","Jeor",0
"S03E10","Jeor",0
"S04E01","Jeor",0
"S04E02","Jeor",0
"S04E03","Jeor",0
"S04E04","Jeor",1
"S04E05","Jeor",0
"S04E06","Jeor",0
"S04E07","Jeor",0
"S04E08","Jeor",0
"S04E09","Jeor",0
"S04E10","Jeor",0
"S05E01","Jeor",0
"S05E02","Jeor",0
"S05E03","Jeor",0
"S05E04","Jeor",0
"S05E05","Jeor",0
"S05E06","Jeor",0
"S05E07","Jeor",0
"S05E08","Jeor",0
"S05E09","Jeor",0
"S05E10","Jeor",0
"S06E01","Jeor",0
"S06E02","Jeor",0
"S06E03","Jeor",0
"S06E04","Jeor",0
"S06E05","Jeor",0
"S06E06","Jeor",0
"S06E07","Jeor",1
"S06E08","Jeor",0
"S06E09","Jeor",0
"S06E10","Jeor",1
"S07E01","Jeor",0
"S07E02","Jeor",1
"S07E03","Jeor",0
"S07E04","Jeor",0
"S07E05","Jeor",0
"S07E06","Jeor",1
"S07E07","Jeor",0
"S01E01","Joffrey",1
"S01E02","Joffrey",2
"S01E03","Joffrey",4
"S01E04","Joffrey",2
"S01E05","Joffrey",1
"S01E06","Joffrey",3
"S01E07","Joffrey",9
"S01E08","Joffrey",10
"S01E09","Joffrey",4
"S01E10","Joffrey",4
"S02E01","Joffrey",10
"S02E02","Joffrey",5
"S02E03","Joffrey",6
"S02E04","Joffrey",11
"S02E05","Joffrey",1
"S02E06","Joffrey",1
"S02E07","Joffrey",6
"S02E08","Joffrey",5
"S02E09","Joffrey",9
"S02E10","Joffrey",3
"S03E01","Joffrey",4
"S03E02","Joffrey",5
"S03E03","Joffrey",1
"S03E04","Joffrey",12
"S03E05","Joffrey",4
"S03E06","Joffrey",6
"S03E07","Joffrey",1
"S03E08","Joffrey",4
"S03E09","Joffrey",0
"S03E10","Joffrey",6
"S04E01","Joffrey",6
"S04E02","Joffrey",9
"S04E03","Joffrey",7
"S04E04","Joffrey",9
"S04E05","Joffrey",5
"S04E06","Joffrey",14
"S04E07","Joffrey",1
"S04E08","Joffrey",3
"S04E09","Joffrey",0
"S04E10","Joffrey",2
"S05E01","Joffrey",0
"S05E02","Joffrey",1
"S05E03","Joffrey",0
"S05E04","Joffrey",0
"S05E05","Joffrey",0
"S05E06","Joffrey",2
"S05E07","Joffrey",1
"S05E08","Joffrey",0
"S05E09","Joffrey",0
"S05E10","Joffrey",0
"S06E01","Joffrey",0
"S06E02","Joffrey",0
"S06E03","Joffrey",0
"S06E04","Joffrey",0
"S06E05","Joffrey",1
"S06E06","Joffrey",1
"S06E07","Joffrey",0
"S06E08","Joffrey",1
"S06E09","Joffrey",0
"S06E10","Joffrey",0
"S07E01","Joffrey",3
"S07E02","Joffrey",0
"S07E03","Joffrey",0
"S07E04","Joffrey",1
"S07E05","Joffrey",2
"S07E06","Joffrey",6
"S07E07","Joffrey",2
"S01E01","Jon",7
"S01E02","Jon",1
"S01E03","Jon",2
"S01E04","Jon",9
"S01E05","Jon",9
"S01E06","Jon",1
"S01E07","Jon",4
"S01E08","Jon",3
"S01E09","Jon",0
"S01E10","Jon",0
"S02E01","Jon",2
"S02E02","Jon",0
"S02E03","Jon",1
"S02E04","Jon",0
"S02E05","Jon",1
"S02E06","Jon",3
"S02E07","Jon",2
"S02E08","Jon",4
"S02E09","Jon",0
"S02E10","Jon",4
"S03E01","Jon",4
"S03E02","Jon",1
"S03E03","Jon",0
"S03E04","Jon",0
"S03E05","Jon",2
"S03E06","Jon",5
"S03E07","Jon",5
"S03E08","Jon",1
"S03E09","Jon",1
"S03E10","Jon",8
"S04E01","Jon",1
"S04E02","Jon",2
"S04E03","Jon",0
"S04E04","Jon",4
"S04E05","Jon",6
"S04E06","Jon",0
"S04E07","Jon",1
"S04E08","Jon",2
"S04E09","Jon",8
"S04E10","Jon",6
"S05E01","Jon",2
"S05E02","Jon",11
"S05E03","Jon",1
"S05E04","Jon",1
"S05E05","Jon",3
"S05E06","Jon",0
"S05E07","Jon",2
"S05E08","Jon",5
"S05E09","Jon",2
"S05E10","Jon",0
"S06E01","Jon",6
"S06E02","Jon",4
"S06E03","Jon",5
"S06E04","Jon",3
"S06E05","Jon",8
"S06E06","Jon",2
"S06E07","Jon",2
"S06E08","Jon",0
"S06E09","Jon",4
"S06E10","Jon",7
"S07E01","Jon",5
"S07E02","Jon",11
"S07E03","Jon",12
"S07E04","Jon",10
"S07E05","Jon",9
"S07E06","Jon",17
"S07E07","Jon",10
"S01E01","Jorah",3
"S01E02","Jorah",0
"S01E03","Jorah",1
"S01E04","Jorah",1
"S01E05","Jorah",2
"S01E06","Jorah",0
"S01E07","Jorah",2
"S01E08","Jorah",1
"S01E09","Jorah",1
"S01E10","Jorah",2
"S02E01","Jorah",0
"S02E02","Jorah",0
"S02E03","Jorah",0
"S02E04","Jorah",0
"S02E05","Jorah",1
"S02E06","Jorah",0
"S02E07","Jorah",3
"S02E08","Jorah",0
"S02E09","Jorah",0
"S02E10","Jorah",0
"S03E01","Jorah",0
"S03E02","Jorah",0
"S03E03","Jorah",0
"S03E04","Jorah",0
"S03E05","Jorah",0
"S03E06","Jorah",0
"S03E07","Jorah",0
"S03E08","Jorah",0
"S03E09","Jorah",1
"S03E10","Jorah",0
"S04E01","Jorah",1
"S04E02","Jorah",0
"S04E03","Jorah",0
"S04E04","Jorah",1
"S04E05","Jorah",1
"S04E06","Jorah",1
"S04E07","Jorah",1
"S04E08","Jorah",2
"S04E09","Jorah",0
"S04E10","Jorah",0
"S05E01","Jorah",0
"S05E02","Jorah",0
"S05E03","Jorah",0
"S05E04","Jorah",1
"S05E05","Jorah",0
"S05E06","Jorah",0
"S05E07","Jorah",0
"S05E08","Jorah",4
"S05E09","Jorah",0
"S05E10","Jorah",4
"S06E01","Jorah",0
"S06E02","Jorah",0
"S06E03","Jorah",0
"S06E04","Jorah",1
"S06E05","Jorah",1
"S06E06","Jorah",0
"S06E07","Jorah",0
"S06E08","Jorah",0
"S06E09","Jorah",0
"S06E10","Jorah",0
"S07E01","Jorah",1
"S07E02","Jorah",6
"S07E03","Jorah",1
"S07E04","Jorah",0
"S07E05","Jorah",4
"S07E06","Jorah",3
"S07E07","Jorah",0
"S01E01","Khal",7
"S01E02","Khal",3
"S01E03","Khal",3
"S01E04","Khal",3
"S01E05","Khal",1
"S01E06","Khal",3
"S01E07","Khal",1
"S01E08","Khal",6
"S01E09","Khal",8
"S01E10","Khal",4
"S02E01","Khal",0
"S02E02","Khal",2
"S02E03","Khal",0
"S02E04","Khal",0
"S02E05","Khal",1
"S02E06","Khal",1
"S02E07","Khal",1
"S02E08","Khal",0
"S02E09","Khal",0
"S02E10","Khal",0
"S03E01","Khal",0
"S03E02","Khal",0
"S03E03","Khal",0
"S03E04","Khal",0
"S03E05","Khal",0
"S03E06","Khal",0
"S03E07","Khal",0
"S03E08","Khal",0
"S03E09","Khal",0
"S03E10","Khal",0
"S04E01","Khal",0
"S04E02","Khal",0
"S04E03","Khal",0
"S04E04","Khal",0
"S04E05","Khal",0
"S04E06","Khal",0
"S04E07","Khal",0
"S04E08","Khal",1
"S04E09","Khal",0
"S04E10","Khal",0
"S05E01","Khal",0
"S05E02","Khal",0
"S05E03","Khal",0
"S05E04","Khal",0
"S05E05","Khal",0
"S05E06","Khal",1
"S05E07","Khal",1
"S05E08","Khal",0
"S05E09","Khal",0
"S05E10","Khal",0
"S06E01","Khal",0
"S06E02","Khal",0
"S06E03","Khal",0
"S06E04","Khal",1
"S06E05","Khal",0
"S06E06","Khal",0
"S06E07","Khal",0
"S06E08","Khal",0
"S06E09","Khal",0
"S06E10","Khal",0
"S07E01","Khal",0
"S07E02","Khal",1
"S07E03","Khal",0
"S07E04","Khal",0
"S07E05","Khal",0
"S07E06","Khal",0
"S07E07","Khal",0
"S01E01","Margaery",0
"S01E02","Margaery",0
"S01E03","Margaery",0
"S01E04","Margaery",0
"S01E05","Margaery",0
"S01E06","Margaery",0
"S01E07","Margaery",0
"S01E08","Margaery",0
"S01E09","Margaery",0
"S01E10","Margaery",0
"S02E01","Margaery",0
"S02E02","Margaery",0
"S02E03","Margaery",2
"S02E04","Margaery",0
"S02E05","Margaery",0
"S02E06","Margaery",1
"S02E07","Margaery",0
"S02E08","Margaery",0
"S02E09","Margaery",0
"S02E10","Margaery",4
"S03E01","Margaery",3
"S03E02","Margaery",5
"S03E03","Margaery",0
"S03E04","Margaery",9
"S03E05","Margaery",1
"S03E06","Margaery",2
"S03E07","Margaery",0
"S03E08","Margaery",0
"S03E09","Margaery",0
"S03E10","Margaery",0
"S04E01","Margaery",3
"S04E02","Margaery",3
"S04E03","Margaery",0
"S04E04","Margaery",0
"S04E05","Margaery",1
"S04E06","Margaery",0
"S04E07","Margaery",0
"S04E08","Margaery",0
"S04E09","Margaery",0
"S04E10","Margaery",2
"S05E01","Margaery",0
"S05E02","Margaery",0
"S05E03","Margaery",7
"S05E04","Margaery",1
"S05E05","Margaery",0
"S05E06","Margaery",4
"S05E07","Margaery",1
"S05E08","Margaery",1
"S05E09","Margaery",0
"S05E10","Margaery",0
"S06E01","Margaery",0
"S06E02","Margaery",2
"S06E03","Margaery",1
"S06E04","Margaery",9
"S06E05","Margaery",0
"S06E06","Margaery",7
"S06E07","Margaery",0
"S06E08","Margaery",0
"S06E09","Margaery",0
"S06E10","Margaery",0
"S07E01","Margaery",0
"S07E02","Margaery",0
"S07E03","Margaery",0
"S07E04","Margaery",0
"S07E05","Margaery",1
"S07E06","Margaery",0
"S07E07","Margaery",0
"S01E01","Melisandre",0
"S01E02","Melisandre",0
"S01E03","Melisandre",0
"S01E04","Melisandre",0
"S01E05","Melisandre",0
"S01E06","Melisandre",0
"S01E07","Melisandre",0
"S01E08","Melisandre",0
"S01E09","Melisandre",0
"S01E10","Melisandre",0
"S02E01","Melisandre",0
"S02E02","Melisandre",0
"S02E03","Melisandre",0
"S02E04","Melisandre",0
"S02E05","Melisandre",2
"S02E06","Melisandre",0
"S02E07","Melisandre",0
"S02E08","Melisandre",0
"S02E09","Melisandre",0
"S02E10","Melisandre",0
"S03E01","Melisandre",0
"S03E02","Melisandre",0
"S03E03","Melisandre",0
"S03E04","Melisandre",0
"S03E05","Melisandre",4
"S03E06","Melisandre",0
"S03E07","Melisandre",0
"S03E08","Melisandre",2
"S03E09","Melisandre",0
"S03E10","Melisandre",0
"S04E01","Melisandre",0
"S04E02","Melisandre",1
"S04E03","Melisandre",0
"S04E04","Melisandre",0
"S04E05","Melisandre",0
"S04E06","Melisandre",0
"S04E07","Melisandre",0
"S04E08","Melisandre",0
"S04E09","Melisandre",0
"S04E10","Melisandre",0
"S05E01","Melisandre",0
"S05E02","Melisandre",0
"S05E03","Melisandre",0
"S05E04","Melisandre",0
"S05E05","Melisandre",1
"S05E06","Melisandre",0
"S05E07","Melisandre",0
"S05E08","Melisandre",0
"S05E09","Melisandre",0
"S05E10","Melisandre",1
"S06E01","Melisandre",0
"S06E02","Melisandre",0
"S06E03","Melisandre",0
"S06E04","Melisandre",0
"S06E05","Melisandre",0
"S06E06","Melisandre",0
"S06E07","Melisandre",0
"S06E08","Melisandre",0
"S06E09","Melisandre",0
"S06E10","Melisandre",0
"S07E01","Melisandre",0
"S07E02","Melisandre",0
"S07E03","Melisandre",1
"S07E04","Melisandre",0
"S07E05","Melisandre",0
"S07E06","Melisandre",0
"S07E07","Melisandre",0
"S01E01","Missandei",0
"S01E02","Missandei",0
"S01E03","Missandei",0
"S01E04","Missandei",0
"S01E05","Missandei",0
"S01E06","Missandei",0
"S01E07","Missandei",0
"S01E08","Missandei",0
"S01E09","Missandei",0
"S01E10","Missandei",0
"S02E01","Missandei",0
"S02E02","Missandei",0
"S02E03","Missandei",0
"S02E04","Missandei",0
"S02E05","Missandei",0
"S02E06","Missandei",0
"S02E07","Missandei",0
"S02E08","Missandei",0
"S02E09","Missandei",0
"S02E10","Missandei",0
"S03E01","Missandei",0
"S03E02","Missandei",0
"S03E03","Missandei",1
"S03E04","Missandei",0
"S03E05","Missandei",0
"S03E06","Missandei",0
"S03E07","Missandei",0
"S03E08","Missandei",0
"S03E09","Missandei",0
"S03E10","Missandei",0
"S04E01","Missandei",0
"S04E02","Missandei",0
"S04E03","Missandei",0
"S04E04","Missandei",1
"S04E05","Missandei",0
"S04E06","Missandei",0
"S04E07","Missandei",0
"S04E08","Missandei",2
"S04E09","Missandei",0
"S04E10","Missandei",0
"S05E01","Missandei",1
"S05E02","Missandei",0
"S05E03","Missandei",0
"S05E04","Missandei",0
"S05E05","Missandei",1
"S05E06","Missandei",0
"S05E07","Missandei",0
"S05E08","Missandei",0
"S05E09","Missandei",0
"S05E10","Missandei",2
"S06E01","Missandei",0
"S06E02","Missandei",1
"S06E03","Missandei",0
"S06E04","Missandei",0
"S06E05","Missandei",0
"S06E06","Missandei",0
"S06E07","Missandei",0
"S06E08","Missandei",2
"S06E09","Missandei",0
"S06E10","Missandei",0
"S07E01","Missandei",0
"S07E02","Missandei",3
"S07E03","Missandei",2
"S07E04","Missandei",1
"S07E05","Missandei",0
"S07E06","Missandei",0
"S07E07","Missandei",1
"S01E01","Petyr",0
"S01E02","Petyr",0
"S01E03","Petyr",1
"S01E04","Petyr",0
"S01E05","Petyr",0
"S01E06","Petyr",0
"S01E07","Petyr",0
"S01E08","Petyr",0
"S01E09","Petyr",0
"S01E10","Petyr",0
"S02E01","Petyr",1
"S02E02","Petyr",0
"S02E03","Petyr",0
"S02E04","Petyr",0
"S02E05","Petyr",0
"S02E06","Petyr",1
"S02E07","Petyr",0
"S02E08","Petyr",0
"S02E09","Petyr",0
"S02E10","Petyr",1
"S03E01","Petyr",0
"S03E02","Petyr",0
"S03E03","Petyr",0
"S03E04","Petyr",0
"S03E05","Petyr",3
"S03E06","Petyr",0
"S03E07","Petyr",0
"S03E08","Petyr",0
"S03E09","Petyr",0
"S03E10","Petyr",0
"S04E01","Petyr",0
"S04E02","Petyr",0
"S04E03","Petyr",1
"S04E04","Petyr",0
"S04E05","Petyr",9
"S04E06","Petyr",0
"S04E07","Petyr",3
"S04E08","Petyr",1
"S04E09","Petyr",0
"S04E10","Petyr",0
"S05E01","Petyr",0
"S05E02","Petyr",1
"S05E03","Petyr",1
"S05E04","Petyr",1
"S05E05","Petyr",0
"S05E06","Petyr",0
"S05E07","Petyr",0
"S05E08","Petyr",0
"S05E09","Petyr",0
"S05E10","Petyr",0
"S06E01","Petyr",0
"S06E02","Petyr",0
"S06E03","Petyr",0
"S06E04","Petyr",2
"S06E05","Petyr",0
"S06E06","Petyr",0
"S06E07","Petyr",0
"S06E08","Petyr",0
"S06E09","Petyr",0
"S06E10","Petyr",0
"S07E01","Petyr",0
"S07E02","Petyr",0
"S07E03","Petyr",0
"S07E04","Petyr",0
"S07E05","Petyr",0
"S07E06","Petyr",0
"S07E07","Petyr",0
"S01E01","Ramsay",0
"S01E02","Ramsay",0
"S01E03","Ramsay",0
"S01E04","Ramsay",0
"S01E05","Ramsay",0
"S01E06","Ramsay",0
"S01E07","Ramsay",0
"S01E08","Ramsay",0
"S01E09","Ramsay",0
"S01E10","Ramsay",0
"S02E01","Ramsay",0
"S02E02","Ramsay",0
"S02E03","Ramsay",0
"S02E04","Ramsay",0
"S02E05","Ramsay",0
"S02E06","Ramsay",0
"S02E07","Ramsay",0
"S02E08","Ramsay",0
"S02E09","Ramsay",0
"S02E10","Ramsay",0
"S03E01","Ramsay",0
"S03E02","Ramsay",0
"S03E03","Ramsay",0
"S03E04","Ramsay",0
"S03E05","Ramsay",0
"S03E06","Ramsay",0
"S03E07","Ramsay",0
"S03E08","Ramsay",0
"S03E09","Ramsay",0
"S03E10","Ramsay",5
"S04E01","Ramsay",0
"S04E02","Ramsay",1
"S04E03","Ramsay",0
"S04E04","Ramsay",0
"S04E05","Ramsay",0
"S04E06","Ramsay",1
"S04E07","Ramsay",0
"S04E08","Ramsay",3
"S04E09","Ramsay",0
"S04E10","Ramsay",0
"S05E01","Ramsay",0
"S05E02","Ramsay",0
"S05E03","Ramsay",3
"S05E04","Ramsay",1
"S05E05","Ramsay",1
"S05E06","Ramsay",7
"S05E07","Ramsay",0
"S05E08","Ramsay",1
"S05E09","Ramsay",0
"S05E10","Ramsay",2
"S06E01","Ramsay",1
"S06E02","Ramsay",7
"S06E03","Ramsay",0
"S06E04","Ramsay",3
"S06E05","Ramsay",7
"S06E06","Ramsay",0
"S06E07","Ramsay",1
"S06E08","Ramsay",0
"S06E09","Ramsay",5
"S06E10","Ramsay",1
"S07E01","Ramsay",3
"S07E02","Ramsay",0
"S07E03","Ramsay",0
"S07E04","Ramsay",0
"S07E05","Ramsay",0
"S07E06","Ramsay",0
"S07E07","Ramsay",1
"S01E01","Robb",2
"S01E02","Robb",0
"S01E03","Robb",0
"S01E04","Robb",2
"S01E05","Robb",0
"S01E06","Robb",3
"S01E07","Robb",0
"S01E08","Robb",8
"S01E09","Robb",4
"S01E10","Robb",5
"S02E01","Robb",8
"S02E02","Robb",2
"S02E03","Robb",5
"S02E04","Robb",3
"S02E05","Robb",5
"S02E06","Robb",6
"S02E07","Robb",2
"S02E08","Robb",5
"S02E09","Robb",1
"S02E10","Robb",0
"S03E01","Robb",0
"S03E02","Robb",0
"S03E03","Robb",6
"S03E04","Robb",2
"S03E05","Robb",1
"S03E06","Robb",5
"S03E07","Robb",1
"S03E08","Robb",1
"S03E09","Robb",4
"S03E10","Robb",7
"S04E01","Robb",2
"S04E02","Robb",3
"S04E03","Robb",0
"S04E04","Robb",1
"S04E05","Robb",0
"S04E06","Robb",1
"S04E07","Robb",0
"S04E08","Robb",1
"S04E09","Robb",0
"S04E10","Robb",0
"S05E01","Robb",1
"S05E02","Robb",0
"S05E03","Robb",1
"S05E04","Robb",0
"S05E05","Robb",0
"S05E06","Robb",0
"S05E07","Robb",1
"S05E08","Robb",1
"S05E09","Robb",0
"S05E10","Robb",0
"S06E01","Robb",0
"S06E02","Robb",2
"S06E03","Robb",3
"S06E04","Robb",0
"S06E05","Robb",0
"S06E06","Robb",1
"S06E07","Robb",4
"S06E08","Robb",1
"S06E09","Robb",0
"S06E10","Robb",2
"S07E01","Robb",1
"S07E02","Robb",0
"S07E03","Robb",0
"S07E04","Robb",0
"S07E05","Robb",0
"S07E06","Robb",2
"S07E07","Robb",0
"S01E01","Robert",3
"S01E02","Robert",4
"S01E03","Robert",3
"S01E04","Robert",3
"S01E05","Robert",13
"S01E06","Robert",5
"S01E07","Robert",12
"S01E08","Robert",5
"S01E09","Robert",2
"S01E10","Robert",8
"S02E01","Robert",3
"S02E02","Robert",2
"S02E03","Robert",3
"S02E04","Robert",0
"S02E05","Robert",2
"S02E06","Robert",0
"S02E07","Robert",4
"S02E08","Robert",4
"S02E09","Robert",1
"S02E10","Robert",0
"S03E01","Robert",2
"S03E02","Robert",1
"S03E03","Robert",0
"S03E04","Robert",3
"S03E05","Robert",6
"S03E06","Robert",1
"S03E07","Robert",1
"S03E08","Robert",3
"S03E09","Robert",0
"S03E10","Robert",0
"S04E01","Robert",0
"S04E02","Robert",1
"S04E03","Robert",1
"S04E04","Robert",1
"S04E05","Robert",2
"S04E06","Robert",0
"S04E07","Robert",0
"S04E08","Robert",3
"S04E09","Robert",0
"S04E10","Robert",0
"S05E01","Robert",1
"S05E02","Robert",1
"S05E03","Robert",0
"S05E04","Robert",2
"S05E05","Robert",1
"S05E06","Robert",1
"S05E07","Robert",2
"S05E08","Robert",2
"S05E09","Robert",0
"S05E10","Robert",2
"S06E01","Robert",0
"S06E02","Robert",0
"S06E03","Robert",1
"S06E04","Robert",0
"S06E05","Robert",0
"S06E06","Robert",0
"S06E07","Robert",0
"S06E08","Robert",0
"S06E09","Robert",0
"S06E10","Robert",1
"S07E01","Robert",1
"S07E02","Robert",8
"S07E03","Robert",2
"S07E04","Robert",0
"S07E05","Robert",1
"S07E06","Robert",2
"S07E07","Robert",0
"S01E01","Roose",0
"S01E02","Roose",0
"S01E03","Roose",0
"S01E04","Roose",0
"S01E05","Roose",0
"S01E06","Roose",0
"S01E07","Roose",0
"S01E08","Roose",0
"S01E09","Roose",0
"S01E10","Roose",0
"S02E01","Roose",0
"S02E02","Roose",0
"S02E03","Roose",0
"S02E04","Roose",0
"S02E05","Roose",0
"S02E06","Roose",0
"S02E07","Roose",0
"S02E08","Roose",0
"S02E09","Roose",0
"S02E10","Roose",0
"S03E01","Roose",0
"S03E02","Roose",0
"S03E03","Roose",1
"S03E04","Roose",0
"S03E05","Roose",0
"S03E06","Roose",0
"S03E07","Roose",0
"S03E08","Roose",0
"S03E09","Roose",1
"S03E10","Roose",2
"S04E01","Roose",0
"S04E02","Roose",0
"S04E03","Roose",0
"S04E04","Roose",0
"S04E05","Roose",0
"S04E06","Roose",1
"S04E07","Roose",0
"S04E08","Roose",1
"S04E09","Roose",0
"S04E10","Roose",0
"S05E01","Roose",2
"S05E02","Roose",0
"S05E03","Roose",2
"S05E04","Roose",1
"S05E05","Roose",0
"S05E06","Roose",4
"S05E07","Roose",0
"S05E08","Roose",0
"S05E09","Roose",0
