"episode","first","references"
"S05E10","Roose",0
"S06E01","Roose",0
"S06E02","Roose",1
"S06E03","Roose",0
"S06E04","Roose",1
"S06E05","Roose",1
"S06E06","Roose",0
"S06E07","Roose",1
"S06E08","Roose",0
"S06E09","Roose",0
"S06E10","Roose",0
"S07E01","Roose",0
"S07E02","Roose",0
"S07E03","Roose",0
"S07E04","Roose",0
"S07E05","Roose",0
"S07E06","Roose",0
"S07E07","Roose",0
"S01E01","Samwell",0
"S01E02","Samwell",0
"S01E03","Samwell",0
"S01E04","Samwell",1
"S01E05","Samwell",0
"S01E06","Samwell",0
"S01E07","Samwell",2
"S01E08","Samwell",0
"S01E09","Samwell",0
"S01E10","Samwell",1
"S02E01","Samwell",0
"S02E02","Samwell",0
"S02E03","Samwell",0
"S02E04","Samwell",0
"S02E05","Samwell",0
"S02E06","Samwell",0
"S02E07","Samwell",0
"S02E08","Samwell",0
"S02E09","Samwell",0
"S02E10","Samwell",0
"S03E01","Samwell",0
"S03E02","Samwell",0
"S03E03","Samwell",0
"S03E04","Samwell",0
"S03E05","Samwell",0
"S03E06","Samwell",0
"S03E07","Samwell",0
"S03E08","Samwell",3
"S03E09","Samwell",0
"S03E10","Samwell",1
"S04E01","Samwell",0
"S04E02","Samwell",0
"S04E03","Samwell",0
"S04E04","Samwell",0
"S04E05","Samwell",0
"S04E06","Samwell",0
"S04E07","Samwell",0
"S04E08","Samwell",0
"S04E09","Samwell",2
"S04E10","Samwell",0
"S05E01","Samwell",0
"S05E02","Samwell",1
"S05E03","Samwell",0
"S05E04","Samwell",0
"S05E05","Samwell",2
"S05E06","Samwell",0
"S05E07","Samwell",0
"S05E08","Samwell",0
"S05E09","Samwell",0
"S05E10","Samwell",0
"S06E01","Samwell",0
"S06E02","Samwell",0
"S06E03","Samwell",0
"S06E04","Samwell",0
"S06E05","Samwell",0
"S06E06","Samwell",2
"S06E07","Samwell",0
"S06E08","Samwell",0
"S06E09","Samwell",0
"S06E10","Samwell",0
"S07E01","Samwell",3
"S07E02","Samwell",4
"S07E03","Samwell",0
"S07E04","Samwell",0
"S07E05","Samwell",0
"S07E06","Samwell",0
"S07E07","Samwell",0
"S01E01","Sandor",0
"S01E02","Sandor",0
"S01E03","Sandor",0
"S01E04","Sandor",0
"S01E05","Sandor",0
"S01E06","Sandor",0
"S01E07","Sandor",0
"S01E08","Sandor",0
"S01E09","Sandor",0
"S01E10","Sandor",0
"S02E01","Sandor",0
"S02E02","Sandor",0
"S02E03","Sandor",0
"S02E04","Sandor",0
"S02E05","Sandor",0
"S02E06","Sandor",0
"S02E07","Sandor",0
"S02E08","Sandor",0
"S02E09","Sandor",0
"S02E10","Sandor",0
"S03E01","Sandor",0
"S03E02","Sandor",0
"S03E03","Sandor",0
"S03E04","Sandor",0
"S03E05","Sandor",1
"S03E06","Sandor",0
"S03E07","Sandor",0
"S03E08","Sandor",0
"S03E09","Sandor",0
"S03E10","Sandor",0
"S04E01","Sandor",0
"S04E02","Sandor",0
"S04E03","Sandor",0
"S04E04","Sandor",0
"S04E05","Sandor",0
"S04E06","Sandor",1
"S04E07","Sandor",0
"S04E08","Sandor",1
"S04E09","Sandor",0
"S04E10","Sandor",1
"S05E01","Sandor",0
"S05E02","Sandor",0
"S05E03","Sandor",0
"S05E04","Sandor",0
"S05E05","Sandor",0
"S05E06","Sandor",1
"S05E07","Sandor",0
"S05E08","Sandor",0
"S05E09","Sandor",0
"S05E10","Sandor",0
"S06E01","Sandor",0
"S06E02","Sandor",0
"S06E03","Sandor",0
"S06E04","Sandor",0
"S06E05","Sandor",0
"S06E06","Sandor",0
"S06E07","Sandor",1
"S06E08","Sandor",0
"S06E09","Sandor",0
"S06E10","Sandor",0
"S07E01","Sandor",0
"S07E02","Sandor",0
"S07E03","Sandor",0
"S07E04","Sandor",0
"S07E05","Sandor",0
"S07E06","Sandor",0
"S07E07","Sandor",0
"S01E01","Sansa",2
"S01E02","Sansa",2
"S01E03","Sansa",4
"S01E04","Sansa",4
"S01E05","Sansa",0
"S01E06","Sansa",1
"S01E07","Sansa",0
"S01E08","Sansa",6
"S01E09","Sansa",3
"S01E10","Sansa",1
"S02E01","Sansa",2
"S02E02","Sansa",0
"S02E03","Sansa",4
"S02E04","Sansa",1
"S02E05","Sansa",0
"S02E06","Sansa",1
"S02E07","Sansa",0
"S02E08","Sansa",1
"S02E09","Sansa",7
"S02E10","Sansa",1
"S03E01","Sansa",1
"S03E02","Sansa",10
"S03E03","Sansa",0
"S03E04","Sansa",5
"S03E05","Sansa",4
"S03E06","Sansa",4
"S03E07","Sansa",2
"S03E08","Sansa",2
"S03E09","Sansa",0
"S03E10","Sansa",7
"S04E01","Sansa",3
"S04E02","Sansa",3
"S04E03","Sansa",3
"S04E04","Sansa",5
"S04E05","Sansa",6
"S04E06","Sansa",7
"S04E07","Sansa",6
"S04E08","Sansa",4
"S04E09","Sansa",0
"S04E10","Sansa",0
"S05E01","Sansa",2
"S05E02","Sansa",6
"S05E03","Sansa",6
"S05E04","Sansa",0
"S05E05","Sansa",6
"S05E06","Sansa",7
"S05E07","Sansa",0
"S05E08","Sansa",0
"S05E09","Sansa",0
"S05E10","Sansa",0
"S06E01","Sansa",7
"S06E02","Sansa",1
"S06E03","Sansa",1
"S06E04","Sansa",4
"S06E05","Sansa",5
"S06E06","Sansa",0
"S06E07","Sansa",2
"S06E08","Sansa",9
"S06E09","Sansa",2
"S06E10","Sansa",0
"S07E01","Sansa",3
"S07E02","Sansa",3
"S07E03","Sansa",3
"S07E04","Sansa",5
"S07E05","Sansa",1
"S07E06","Sansa",2
"S07E07","Sansa",7
"S01E01","Shae",0
"S01E02","Shae",0
"S01E03","Shae",0
"S01E04","Shae",0
"S01E05","Shae",0
"S01E06","Shae",0
"S01E07","Shae",0
"S01E08","Shae",0
"S01E09","Shae",1
"S01E10","Shae",2
"S02E01","Shae",0
"S02E02","Shae",0
"S02E03","Shae",1
"S02E04","Shae",0
"S02E05","Shae",0
"S02E06","Shae",0
"S02E07","Shae",0
"S02E08","Shae",1
"S02E09","Shae",4
"S02E10","Shae",0
"S03E01","Shae",0
"S03E02","Shae",1
"S03E03","Shae",0
"S03E04","Shae",0
"S03E05","Shae",0
"S03E06","Shae",1
"S03E07","Shae",4
"S03E08","Shae",0
"S03E09","Shae",0
"S03E10","Shae",0
"S04E01","Shae",1
"S04E02","Shae",2
"S04E03","Shae",1
"S04E04","Shae",0
"S04E05","Shae",0
"S04E06","Shae",2
"S04E07","Shae",0
"S04E08","Shae",0
"S04E09","Shae",0
"S04E10","Shae",1
"S05E01","Shae",0
"S05E02","Shae",0
"S05E03","Shae",0
"S05E04","Shae",0
"S05E05","Shae",0
"S05E06","Shae",0
"S05E07","Shae",0
"S05E08","Shae",0
"S05E09","Shae",0
"S05E10","Shae",0
"S06E01","Shae",0
"S06E02","Shae",0
"S06E03","Shae",0
"S06E04","Shae",0
"S06E05","Shae",0
"S06E06","Shae",0
"S06E07","Shae",0
"S06E08","Shae",0
"S06E09","Shae",0
"S06E10","Shae",0
"S07E01","Shae",0
"S07E02","Shae",0
"S07E03","Shae",0
"S07E04","Shae",0
"S07E05","Shae",0
"S07E06","Shae",0
"S07E07","Shae",0
"S01E01","Stannis",0
"S01E02","Stannis",0
"S01E03","Stannis",0
"S01E04","Stannis",0
"S01E05","Stannis",3
"S01E06","Stannis",0
"S01E07","Stannis",10
"S01E08","Stannis",1
"S01E09","Stannis",2
"S01E10","Stannis",5
"S02E01","Stannis",6
"S02E02","Stannis",10
"S02E03","Stannis",0
"S02E04","Stannis",1
"S02E05","Stannis",20
"S02E06","Stannis",2
"S02E07","Stannis",1
"S02E08","Stannis",12
"S02E09","Stannis",17
"S02E10","Stannis",1
"S03E01","Stannis",7
"S03E02","Stannis",1
"S03E03","Stannis",0
"S03E04","Stannis",2
"S03E05","Stannis",2
"S03E06","Stannis",1
"S03E07","Stannis",0
"S03E08","Stannis",0
"S03E09","Stannis",0
"S03E10","Stannis",3
"S04E01","Stannis",5
"S04E02","Stannis",3
"S04E03","Stannis",1
"S04E04","Stannis",0
"S04E05","Stannis",0
"S04E06","Stannis",6
"S04E07","Stannis",2
"S04E08","Stannis",0
"S04E09","Stannis",0
"S04E10","Stannis",2
"S05E01","Stannis",4
"S05E02","Stannis",2
"S05E03","Stannis",3
"S05E04","Stannis",6
"S05E05","Stannis",2
"S05E06","Stannis",3
"S05E07","Stannis",1
"S05E08","Stannis",5
"S05E09","Stannis",0
"S05E10","Stannis",7
"S06E01","Stannis",1
"S06E02","Stannis",0
"S06E03","Stannis",1
"S06E04","Stannis",5
"S06E05","Stannis",4
"S06E06","Stannis",0
"S06E07","Stannis",5
"S06E08","Stannis",0
"S06E09","Stannis",5
"S06E10","Stannis",1
"S07E01","Stannis",2
"S07E02","Stannis",2
"S07E03","Stannis",0
"S07E04","Stannis",0
"S07E05","Stannis",0
"S07E06","Stannis",0
"S07E07","Stannis",0
"S01E01","Talisa",0
"S01E02","Talisa",0
"S01E03","Talisa",0
"S01E04","Talisa",0
"S01E05","Talisa",0
"S01E06","Talisa",0
"S01E07","Talisa",0
"S01E08","Talisa",0
"S01E09","Talisa",0
"S01E10","Talisa",0
"S02E01","Talisa",0
"S02E02","Talisa",0
"S02E03","Talisa",0
"S02E04","Talisa",1
"S02E05","Talisa",0
"S02E06","Talisa",4
"S02E07","Talisa",0
"S02E08","Talisa",0
"S02E09","Talisa",0
"S02E10","Talisa",0
"S03E01","Talisa",0
"S03E02","Talisa",0
"S03E03","Talisa",0
"S03E04","Talisa",0
"S03E05","Talisa",0
"S03E06","Talisa",0
"S03E07","Talisa",0
"S03E08","Talisa",0
"S03E09","Talisa",0
"S03E10","Talisa",0
"S04E01","Talisa",0
"S04E02","Talisa",0
"S04E03","Talisa",0
"S04E04","Talisa",0
"S04E05","Talisa",0
"S04E06","Talisa",0
"S04E07","Talisa",0
"S04E08","Talisa",0
"S04E09","Talisa",0
"S04E10","Talisa",0
"S05E01","Talisa",0
"S05E02","Talisa",0
"S05E03","Talisa",0
"S05E04","Talisa",0
"S05E05","Talisa",0
"S05E06","Talisa",0
"S05E07","Talisa",0
"S05E08","Talisa",0
"S05E09","Talisa",0
"S05E10","Talisa",0
"S06E01","Talisa",0
"S06E02","Talisa",0
"S06E03","Talisa",0
"S06E04","Talisa",0
"S06E05","Talisa",0
"S06E06","Talisa",0
"S06E07","Talisa",0
"S06E08","Talisa",0
"S06E09","Talisa",0
"S06E10","Talisa",0
"S07E01","Talisa",0
"S07E02","Talisa",0
"S07E03","Talisa",0
"S07E04","Talisa",0
"S07E05","Talisa",0
"S07E06","Talisa",0
"S07E07","Talisa",0
"S01E01","Theon",0
"S01E02","Theon",0
"S01E03","Theon",0
"S01E04","Theon",1
"S01E05","Theon",0
"S01E06","Theon",0
"S01E07","Theon",1
"S01E08","Theon",1
"S01E09","Theon",0
"S01E10","Theon",0
"S02E01","Theon",0
"S02E02","Theon",0
"S02E03","Theon",6
"S02E04","Theon",0
"S02E05","Theon",0
"S02E06","Theon",18
"S02E07","Theon",4
"S02E08","Theon",4
"S02E09","Theon",0
"S02E10","Theon",2
"S03E01","Theon",0
"S03E02","Theon",2
"S03E03","Theon",0
"S03E04","Theon",0
"S03E05","Theon",1
"S03E06","Theon",1
"S03E07","Theon",0
"S03E08","Theon",0
"S03E09","Theon",1
"S03E10","Theon",8
"S04E01","Theon",0
"S04E02","Theon",3
"S04E03","Theon",0
"S04E04","Theon",0
"S04E05","Theon",0
"S04E06","Theon",9
"S04E07","Theon",0
"S04E08","Theon",3
"S04E09","Theon",0
"S04E10","Theon",0
"S05E01","Theon",0
"S05E02","Theon",0
"S05E03","Theon",0
"S05E04","Theon",0
"S05E05","Theon",2
"S05E06","Theon",1
"S05E07","Theon",7
"S05E08","Theon",8
"S05E09","Theon",0
"S05E10","Theon",0
"S06E01","Theon",0
"S06E02","Theon",1
"S06E03","Theon",0
"S06E04","Theon",2
"S06E05","Theon",2
"S06E06","Theon",0
"S06E07","Theon",3
"S06E08","Theon",0
"S06E09","Theon",0
"S06E10","Theon",0
"S07E01","Theon",1
"S07E02","Theon",0
"S07E03","Theon",1
"S07E04","Theon",1
"S07E05","Theon",0
"S07E06","Theon",0
"S07E07","Theon",3
"S01E01","Tommen",0
"S01E02","Tommen",0
"S01E03","Tommen",0
"S01E04","Tommen",0
"S01E05","Tommen",1
"S01E06","Tommen",0
"S01E07","Tommen",1
"S01E08","Tommen",0
"S01E09","Tommen",0
"S01E10","Tommen",0
"S02E01","Tommen",2
"S02E02","Tommen",0
"S02E03","Tommen",0
"S02E04","Tommen",0
"S02E05","Tommen",0
"S02E06","Tommen",0
"S02E07","Tommen",1
"S02E08","Tommen",0
"S02E09","Tommen",0
"S02E10","Tommen",0
"S03E01","Tommen",0
"S03E02","Tommen",0
"S03E03","Tommen",0
"S03E04","Tommen",0
"S03E05","Tommen",0
"S03E06","Tommen",0
"S03E07","Tommen",0
"S03E08","Tommen",0
"S03E09","Tommen",0
"S03E10","Tommen",0
"S04E01","Tommen",1
"S04E02","Tommen",0
"S04E03","Tommen",1
"S04E04","Tommen",4
"S04E05","Tommen",4
"S04E06","Tommen",2
"S04E07","Tommen",0
"S04E08","Tommen",1
"S04E09","Tommen",0
"S04E10","Tommen",3
"S05E01","Tommen",1
"S05E02","Tommen",0
"S05E03","Tommen",4
"S05E04","Tommen",0
"S05E05","Tommen",0
"S05E06","Tommen",6
"S05E07","Tommen",2
"S05E08","Tommen",0
"S05E09","Tommen",2
"S05E10","Tommen",1
"S06E01","Tommen",0
"S06E02","Tommen",1
"S06E03","Tommen",0
"S06E04","Tommen",1
"S06E05","Tommen",0
"S06E06","Tommen",2
"S06E07","Tommen",1
"S06E08","Tommen",0
"S06E09","Tommen",0
"S06E10","Tommen",1
"S07E01","Tommen",1
"S07E02","Tommen",0
"S07E03","Tommen",0
"S07E04","Tommen",0
"S07E05","Tommen",1
"S07E06","Tommen",0
"S07E07","Tommen",1
"S01E01","Tormund",0
"S01E02","Tormund",0
"S01E03","Tormund",0
"S01E04","Tormund",0
"S01E05","Tormund",0
"S01E06","Tormund",0
"S01E07","Tormund",0
"S01E08","Tormund",0
"S01E09","Tormund",0
"S01E10","Tormund",0
"S02E01","Tormund",0
"S02E02","Tormund",0
"S02E03","Tormund",0
"S02E04","Tormund",0
"S02E05","Tormund",0
"S02E06","Tormund",0
"S02E07","Tormund",0
"S02E08","Tormund",0
"S02E09","Tormund",0
"S02E10","Tormund",0
"S03E01","Tormund",1
"S03E02","Tormund",0
"S03E03","Tormund",1
"S03E04","Tormund",0
"S03E05","Tormund",1
"S03E06","Tormund",1
"S03E07","Tormund",0
"S03E08","Tormund",0
"S03E09","Tormund",0
"S03E10","Tormund",0
"S04E01","Tormund",2
"S04E02","Tormund",0
"S04E03","Tormund",0
"S04E04","Tormund",0
"S04E05","Tormund",0
"S04E06","Tormund",0
"S04E07","Tormund",0
"S04E08","Tormund",0
"S04E09","Tormund",1
"S04E10","Tormund",1
"S05E01","Tormund",0
"S05E02","Tormund",0
"S05E03","Tormund",1
"S05E04","Tormund",0
"S05E05","Tormund",0
"S05E06","Tormund",0
"S05E07","Tormund",0
"S05E08","Tormund",7
"S05E09","Tormund",0
"S05E10","Tormund",0
"S06E01","Tormund",0
"S06E02","Tormund",0
"S06E03","Tormund",0
"S06E04","Tormund",0
"S06E05","Tormund",1
"S06E06","Tormund",0
"S06E07","Tormund",0
"S06E08","Tormund",0
"S06E09","Tormund",1
"S06E10","Tormund",0
"S07E01","Tormund",0
"S07E02","Tormund",0
"S07E03","Tormund",0
"S07E04","Tormund",0
"S07E05","Tormund",3
"S07E06","Tormund",5
"S07E07","Tormund",0
"S01E01","Tyrion",3
"S01E02","Tyrion",0
"S01E03","Tyrion",3
"S01E04","Tyrion",0
"S01E05","Tyrion",2
"S01E06","Tyrion",3
"S01E07","Tyrion",1
"S01E08","Tyrion",7
"S01E09","Tyrion",0
"S01E10","Tyrion",0
"S02E01","Tyrion",1
"S02E02","Tyrion",1
"S02E03","Tyrion",0
"S02E04","Tyrion",1
"S02E05","Tyrion",1
"S02E06","Tyrion",1
"S02E07","Tyrion",0
"S02E08","Tyrion",0
"S02E09","Tyrion",1
"S02E10","Tyrion",0
"S03E01","Tyrion",3
"S03E02","Tyrion",0
"S03E03","Tyrion",0
"S03E04","Tyrion",4
"S03E05","Tyrion",0
"S03E06","Tyrion",2
"S03E07","Tyrion",2
"S03E08","Tyrion",4
"S03E09","Tyrion",0
"S03E10","Tyrion",2
"S04E01","Tyrion",3
"S04E02","Tyrion",1
"S04E03","Tyrion",4
"S04E04","Tyrion",2
"S04E05","Tyrion",11
"S04E06","Tyrion",13
"S04E07","Tyrion",1
"S04E08","Tyrion",2
"S04E09","Tyrion",0
"S04E10","Tyrion",4
"S05E01","Tyrion",1
"S05E02","Tyrion",0
"S05E03","Tyrion",4
"S05E04","Tyrion",0
"S05E05","Tyrion",4
"S05E06","Tyrion",2
"S05E07","Tyrion",1
"S05E08","Tyrion",1
"S05E09","Tyrion",0
"S05E10","Tyrion",0
"S06E01","Tyrion",0
"S06E02","Tyrion",0
"S06E03","Tyrion",0
"S06E04","Tyrion",0
"S06E05","Tyrion",1
"S06E06","Tyrion",0
"S06E07","Tyrion",0
"S06E08","Tyrion",0
"S06E09","Tyrion",1
"S06E10","Tyrion",1
"S07E01","Tyrion",2
"S07E02","Tyrion",9
"S07E03","Tyrion",8
"S07E04","Tyrion",2
"S07E05","Tyrion",7
"S07E06","Tyrion",2
"S07E07","Tyrion",6
"S01E01","Tywin",0
"S01E02","Tywin",0
"S01E03","Tywin",2
"S01E04","Tywin",0
"S01E05","Tywin",0
"S01E06","Tywin",5
"S01E07","Tywin",0
"S01E08","Tywin",11
"S01E09","Tywin",2
"S01E10","Tywin",0
"S02E01","Tywin",0
"S02E02","Tywin",0
"S02E03","Tywin",2
"S02E04","Tywin",3
"S02E05","Tywin",1
"S02E06","Tywin",4
"S02E07","Tywin",0
"S02E08","Tywin",3
"S02E09","Tywin",0
"S02E10","Tywin",3
"S03E01","Tywin",1
"S03E02","Tywin",1
"S03E03","Tywin",4
"S03E04","Tywin",0
"S03E05","Tywin",4
"S03E06","Tywin",2
"S03E07","Tywin",2
"S03E08","Tywin",0
"S03E09","Tywin",2
"S03E10","Tywin",2
"S04E01","Tywin",1
"S04E02","Tywin",5
"S04E03","Tywin",3
"S04E04","Tywin",0
"S04E05","Tywin",1
"S04E06","Tywin",6
"S04E07","Tywin",1
"S04E08","Tywin",3
"S04E09","Tywin",0
"S04E10","Tywin",4
"S05E01","Tywin",4
"S05E02","Tywin",0
"S05E03","Tywin",5
"S05E04","Tywin",0
"S05E05","Tywin",0
"S05E06","Tywin",0
"S05E07","Tywin",0
"S05E08","Tywin",1
"S05E09","Tywin",0
"S05E10","Tywin",0
"S06E01","Tywin",0
"S06E02","Tywin",0
"S06E03","Tywin",0
"S06E04","Tywin",0
"S06E05","Tywin",1
"S06E06","Tywin",1
"S06E07","Tywin",0
"S06E08","Tywin",1
"S06E09","Tywin",0
"S06E10","Tywin",0
"S07E01","Tywin",0
"S07E02","Tywin",0
"S07E03","Tywin",0
"S07E04","Tywin",0
"S07E05","Tywin",0
"S07E06","Tywin",0
"S07E07","Tywin",0
"S01E01","Varys",0
"S01E02","Varys",0
"S01E03","Varys",2
"S01E04","Varys",3
"S01E05","Varys",2
"S01E06","Varys",0
"S01E07","Varys",1
"S01E08","Varys",2
"S01E09","Varys",0
"S01E10","Varys",1
"S02E01","Varys",1
"S02E02","Varys",2
"S02E03","Varys",3
"S02E04","Varys",0
"S02E05","Varys",1
"S02E06","Varys",0
"S02E07","Varys",0
"S02E08","Varys",3
"S02E09","Varys",1
"S02E10","Varys",2
"S03E01","Varys",0
"S03E02","Varys",0
"S03E03","Varys",0
"S03E04","Varys",2
"S03E05","Varys",1
"S03E06","Varys",0
"S03E07","Varys",0
"S03E08","Varys",0
"S03E09","Varys",0
"S03E10","Varys",3
"S04E01","Varys",0
"S04E02","Varys",2
"S04E03","Varys",1
"S04E04","Varys",0
"S04E05","Varys",0
"S04E06","Varys",5
"S04E07","Varys",0
"S04E08","Varys",1
"S04E09","Varys",0
"S04E10","Varys",3
"S05E01","Varys",1
"S05E02","Varys",0
"S05E03","Varys",0
"S05E04","Varys",2
"S05E05","Varys",0
"S05E06","Varys",0
"S05E07","Varys",0
"S05E08","Varys",4
"S05E09","Varys",0
"S05E10","Varys",0
"S06E01","Varys",0
"S06E02","Varys",0
"S06E03","Varys",3
"S06E04","Varys",0
"S06E05","Varys",1
"S06E06","Varys",0
"S06E07","Varys",0
"S06E08","Varys",1
"S06E09","Varys",0
"S06E10","Varys",0
"S07E01","Varys",0
"S07E02","Varys",6
"S07E03","Varys",0
"S07E04","Varys",0
"S07E05","Varys",0
"S07E06","Varys",1
"S07E07","Varys",0
"S01E01","Viserys",1
"S01E02","Viserys",0
"S01E03","Viserys",0
"S01E04","Viserys",1
"S01E05","Viserys",3
"S01E06","Viserys",1
"S01E07","Viserys",0
"S01E08","Viserys",0
"S01E09","Viserys",0
"S01E10","Viserys",0
"S02E01","Viserys",0
"S02E02","Viserys",0
"S02E03","Viserys",0
"S02E04","Viserys",0
"S02E05","Viserys",0
"S02E06","Viserys",0
"S02E07","Viserys",0
"S02E08","Viserys",0
"S02E09","Viserys",0
"S02E10","Viserys",0
"S03E01","Viserys",0
"S03E02","Viserys",0
"S03E03","Viserys",0
"S03E04","Viserys",0
"S03E05","Viserys",0
"S03E06","Viserys",0
"S03E07","Viserys",0
"S03E08","Viserys",0
"S03E09","Viserys",0
"S03E10","Viserys",0
"S04E01","Viserys",0
"S04E02","Viserys",0
"S04E03","Viserys",0
"S04E04","Viserys",0
"S04E05","Viserys",0
"S04E06","Viserys",0
"S04E07","Viserys",0
"S04E08","Viserys",1
"S04E09","Viserys",0
"S04E10","Viserys",0
"S05E01","Viserys",0
"S05E02","Viserys",0
"S05E03","Viserys",0
"S05E04","Viserys",1
"S05E05","Viserys",0
"S05E06","Viserys",0
"S05E07","Viserys",0
"S05E08","Viserys",0
"S05E09","Viserys",0
"S05E10","Viserys",0
"S06E01","Viserys",0
"S06E02","Viserys",0
"S06E03","Viserys",0
"S06E04","Viserys",0
"S06E05","Viserys",0
"S06E06","Viserys",0
"S06E07","Viserys",0
"S06E08","Viserys",0
"S06E09","Viserys",0
"S06E10","Viserys",0
"S07E01","Viserys",0
"S07E02","Viserys",2
"S07E03","Viserys",1
"S07E04","Viserys",0
"S07E05","Viserys",0
"S07E06","Viserys",0
"S07E07","Viserys",0
"S01E01","Ygritte",0
"S01E02","Ygritte",0
"S01E03","Ygritte",0
"S01E04","Ygritte",0
"S01E05","Ygritte",0
"S01E06","Ygritte",0
"S01E07","Ygritte",0
"S01E08","Ygritte",0
"S01E09","Ygritte",0
"S01E10","Ygritte",0
"S02E01","Ygritte",0
"S02E02","Ygritte",0
"S02E03","Ygritte",0
"S02E04","Ygritte",0
"S02E05","Ygritte",0
"S02E06","Ygritte",2
"S02E07","Ygritte",0
"S02E08","Ygritte",0
"S02E09","Ygritte",0
"S02E10","Ygritte",0
"S03E01","Ygritte",0
"S03E02","Ygritte",0
"S03E03","Ygritte",0
"S03E04","Ygritte",0
"S03E05","Ygritte",5
"S03E06","Ygritte",0
"S03E07","Ygritte",1
"S03E08","Ygritte",0
"S03E09","Ygritte",1
"S03E10","Ygritte",1
"S04E01","Ygritte",0
"S04E02","Ygritte",0
"S04E03","Ygritte",0
"S04E04","Ygritte",0
"S04E05","Ygritte",0
"S04E06","Ygritte",0
"S04E07","Ygritte",0
"S04E08","Ygritte",0
"S04E09","Ygritte",0
"S04E10","Ygritte",2
"S05E01","Ygritte",0
"S05E02","Ygritte",0
"S05E03","Ygritte",0
"S05E04","Ygritte",0
"S05E05","Ygritte",0
"S05E06","Ygritte",0
"S05E07","Ygritte",0
"S05E08","Ygritte",0
"S05E09","Ygritte",0
"S05E10","Ygritte",0
"S06E01","Ygritte",0
"S06E02","Ygritte",0
"S06E03","Ygritte",0
"S06E04","Ygritte",0
"S06E05","Ygritte",0
"S06E06","Ygritte",0
"S06E07","Ygritte",0
"S06E08","Ygritte",0
"S06E09","Ygritte",0
"S06E10","Ygritte",0
"S07E01","Ygritte",0
"S07E02","Ygritte",0
"S07E03","Ygritte",0
"S07E04","Ygritte",0
"S07E05","Ygritte",0
"S07E06","Ygritte",0
"S07E07","Ygritte",0
